"","QUANTITYORDERED","PRICEEACH","ORDERDATE","MONTH_ID","YEAR_ID","PRODUCTLINE","CUSTOMERNAME","CITY","STATE","COUNTRY"
"597",37,100,"1/12/2005 0:00",1,2005,"Vintage Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"598",39,100,"2/10/2005 0:00",2,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"599",76,100,"4/22/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"600",37,100,"5/29/2005 0:00",5,2005,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"601",38,82.39,"3/3/2003 0:00",3,2003,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"602",43,72.38,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"603",48,79.31,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"604",26,82.39,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"605",38,88.55,"10/11/2003 0:00",10,2003,"Classic Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"606",20,63.14,"11/4/2003 0:00",11,2003,"Classic Cars","Mini Auto Werke","Graz","","Austria"
"607",22,73.92,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"608",45,90.86,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"609",45,85.47,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"610",20,66.99,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"611",47,64.68,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"612",46,73.92,"4/12/2004 0:00",4,2004,"Classic Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"613",23,83.93,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"614",33,74.69,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"615",29,90.86,"8/6/2004 0:00",8,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"616",44,82.39,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"617",41,92.4,"10/4/2003 0:00",10,2003,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"618",20,91.63,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"619",37,78.54,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"620",29,100,"11/15/2004 0:00",11,2004,"Classic Cars","Land of Toys Inc.","NYC","NY","USA"
"621",55,65.45,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"622",22,100,"1/6/2005 0:00",1,2005,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"623",31,67.76,"2/9/2005 0:00",2,2005,"Classic Cars","Toys of Finland, Co.","Helsinki","","Finland"
"624",49,79.22,"3/3/2005 0:00",3,2005,"Classic Cars","Scandinavian Gift Ideas","Boras","","Sweden"
"625",61,73.92,"4/14/2005 0:00",4,2005,"Classic Cars","Mini Caravy","Strasbourg","","France"
"626",39,83.93,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"627",38,100,"3/10/2003 0:00",3,2003,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"628",31,100,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"629",36,100,"7/4/2003 0:00",7,2003,"Classic Cars","Alpha Cognac","Toulouse","","France"
"630",25,100,"9/11/2003 0:00",9,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"631",48,100,"10/17/2003 0:00",10,2003,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"632",35,100,"11/5/2003 0:00",11,2003,"Classic Cars","Quebec Home Shopping Network","Montreal","Quebec","Canada"
"633",21,100,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"634",47,100,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"635",38,100,"12/2/2003 0:00",12,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"636",41,100,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"637",24,100,"2/26/2004 0:00",2,2004,"Classic Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"638",37,100,"4/13/2004 0:00",4,2004,"Classic Cars","Osaka Souveniers Co.","Osaka","Osaka","Japan"
"639",33,100,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"640",49,100,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"641",29,100,"8/6/2004 0:00",8,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"642",24,100,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"643",47,100,"10/5/2003 0:00",10,2003,"Classic Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
"644",24,100,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"645",25,100,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"646",30,32.47,"11/17/2004 0:00",11,2004,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"647",22,100,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"648",27,64.69,"12/9/2004 0:00",12,2004,"Classic Cars","Lyon Souveniers","Paris","","France"
"649",34,100,"1/10/2005 0:00",1,2005,"Classic Cars","Royale Belge","Charleroi","","Belgium"
"650",36,100,"2/9/2005 0:00",2,2005,"Classic Cars","Toys of Finland, Co.","Helsinki","","Finland"
"651",34,43.05,"3/4/2005 0:00",3,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"652",48,100,"4/15/2005 0:00",4,2005,"Classic Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"653",34,100,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"654",24,100,"1/31/2003 0:00",1,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"655",46,100,"4/4/2003 0:00",4,2003,"Classic Cars","Classic Legends Inc.","NYC","NY","USA"
"656",45,100,"6/3/2003 0:00",6,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"657",39,100,"8/1/2003 0:00",8,2003,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"658",43,100,"9/21/2003 0:00",9,2003,"Classic Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"659",29,100,"10/22/2003 0:00",10,2003,"Classic Cars","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"660",20,100,"11/6/2003 0:00",11,2003,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"661",46,100,"11/14/2003 0:00",11,2003,"Classic Cars","Iberia Gift Imports, Corp.","Sevilla","","Spain"
"662",27,100,"11/25/2003 0:00",11,2003,"Classic Cars","Mini Classics","White Plains","NY","USA"
"663",44,100,"12/9/2003 0:00",12,2003,"Classic Cars","Diecast Collectables","Boston","MA","USA"
"664",43,100,"2/10/2004 0:00",2,2004,"Classic Cars","Signal Collectibles Ltd.","Brisbane","CA","USA"
"665",49,100,"3/15/2004 0:00",3,2004,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"666",40,100,"5/5/2004 0:00",5,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"667",30,100,"6/15/2004 0:00",6,2004,"Classic Cars","Handji Gifts& Co","Singapore","","Singapore"
"668",50,100,"7/20/2004 0:00",7,2004,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"669",23,100,"8/20/2004 0:00",8,2004,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"670",26,100,"9/8/2004 0:00",9,2004,"Classic Cars","Land of Toys Inc.","NYC","NY","USA"
"671",27,100,"10/13/2004 0:00",10,2004,"Classic Cars","Marta's Replicas Co.","Cambridge","MA","USA"
"672",42,100,"10/22/2004 0:00",10,2004,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"673",47,100,"11/5/2004 0:00",11,2004,"Classic Cars","Vitachrome Inc.","NYC","NY","USA"
"674",49,100,"11/20/2004 0:00",11,2004,"Classic Cars","La Corne D'abondance, Co.","Paris","","France"
"675",38,100,"12/1/2004 0:00",12,2004,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"676",20,100,"12/10/2004 0:00",12,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"677",25,100,"1/23/2005 0:00",1,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"678",25,88,"2/17/2005 0:00",2,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"679",41,100,"5/3/2005 0:00",5,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"680",28,100,"5/31/2005 0:00",5,2005,"Classic Cars","La Rochelle Gifts","Nantes","","France"
"681",50,67.8,"1/6/2003 0:00",1,2003,"Vintage Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"682",32,50.25,"3/18/2003 0:00",3,2003,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"683",42,53.88,"5/21/2003 0:00",5,2003,"Vintage Cars","Signal Gift Stores","Las Vegas","NV","USA"
"684",24,62.36,"9/12/2003 0:00",9,2003,"Vintage Cars","Signal Collectibles Ltd.","Brisbane","CA","USA"
"685",27,69.62,"10/18/2003 0:00",10,2003,"Vintage Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"686",26,57.51,"11/5/2003 0:00",11,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"687",38,61.15,"11/12/2003 0:00",11,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"688",42,59.33,"11/21/2003 0:00",11,2003,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"689",23,71.44,"12/2/2003 0:00",12,2003,"Vintage Cars","Muscle Machine Inc","NYC","NY","USA"
"690",21,62.96,"1/26/2004 0:00",1,2004,"Vintage Cars","Corrida Auto Replicas, Ltd","Madrid","","Spain"
"691",28,50.85,"3/2/2004 0:00",3,2004,"Vintage Cars","Saveley & Henriot, Co.","Lyon","","France"
"692",33,72.65,"4/13/2004 0:00",4,2004,"Vintage Cars","Mini Caravy","Strasbourg","","France"
"693",25,62.96,"8/17/2004 0:00",8,2004,"Vintage Cars","Amica Models & Co.","Torino","","Italy"
"694",28,61.75,"9/1/2004 0:00",9,2004,"Vintage Cars","Handji Gifts& Co","Singapore","","Singapore"
"695",46,49.04,"10/6/2004 0:00",10,2004,"Vintage Cars","Iberia Gift Imports, Corp.","Sevilla","","Spain"
"696",30,61.15,"10/21/2004 0:00",10,2004,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"697",38,84.25,"11/17/2004 0:00",11,2004,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"698",40,56.91,"11/25/2004 0:00",11,2004,"Vintage Cars","Marseille Mini Autos","Marseille","","France"
"699",45,100,"1/12/2005 0:00",1,2005,"Vintage Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"700",27,49.3,"2/10/2005 0:00",2,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"701",42,72.65,"4/22/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"702",36,63.57,"5/29/2005 0:00",5,2005,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"703",29,100,"1/31/2003 0:00",1,2003,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"704",39,100,"4/1/2003 0:00",4,2003,"Trucks and Buses","La Corne D'abondance, Co.","Paris","","France"
"705",45,100,"6/3/2003 0:00",6,2003,"Trucks and Buses","Muscle Machine Inc","NYC","NY","USA"
"706",47,100,"8/1/2003 0:00",8,2003,"Trucks and Buses","Suominen Souveniers","Espoo","","Finland"
"707",49,100,"9/21/2003 0:00",9,2003,"Trucks and Buses","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"708",46,100,"10/22/2003 0:00",10,2003,"Trucks and Buses","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"709",48,100,"11/6/2003 0:00",11,2003,"Trucks and Buses","Stylish Desk Decors, Co.","London","","UK"
"710",46,100,"11/14/2003 0:00",11,2003,"Trucks and Buses","Iberia Gift Imports, Corp.","Sevilla","","Spain"
"711",35,100,"11/25/2003 0:00",11,2003,"Trucks and Buses","Mini Classics","White Plains","NY","USA"
"712",43,100,"12/9/2003 0:00",12,2003,"Trucks and Buses","Diecast Collectables","Boston","MA","USA"
"713",26,100,"3/11/2004 0:00",3,2004,"Trucks and Buses","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"714",22,98.18,"5/5/2004 0:00",5,2004,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"715",34,99.41,"6/15/2004 0:00",6,2004,"Trucks and Buses","Handji Gifts& Co","Singapore","","Singapore"
"716",50,100,"7/20/2004 0:00",7,2004,"Trucks and Buses","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"717",48,100,"8/19/2004 0:00",8,2004,"Trucks and Buses","Diecast Classics Inc.","Allentown","PA","USA"
"718",41,100,"9/8/2004 0:00",9,2004,"Trucks and Buses","Land of Toys Inc.","NYC","NY","USA"
"719",36,100,"10/13/2004 0:00",10,2004,"Trucks and Buses","Marta's Replicas Co.","Cambridge","MA","USA"
"720",29,100,"10/22/2004 0:00",10,2004,"Trucks and Buses","Canadian Gift Exchange Network","Vancouver","BC","Canada"
"721",33,37.48,"11/5/2004 0:00",11,2004,"Trucks and Buses","Vitachrome Inc.","NYC","NY","USA"
"722",46,100,"11/19/2004 0:00",11,2004,"Trucks and Buses","Volvo Model Replicas, Co","Lule","","Sweden"
"723",38,100,"12/1/2004 0:00",12,2004,"Trucks and Buses","Muscle Machine Inc","NYC","NY","USA"
"724",20,36.42,"12/10/2004 0:00",12,2004,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"725",22,100,"1/20/2005 0:00",1,2005,"Trucks and Buses","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"726",27,100,"2/22/2005 0:00",2,2005,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"727",56,98.18,"5/3/2005 0:00",5,2005,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"728",38,99.41,"5/31/2005 0:00",5,2005,"Trucks and Buses","La Rochelle Gifts","Nantes","","France"
"729",25,100,"1/9/2003 0:00",1,2003,"Vintage Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"730",33,100,"3/18/2003 0:00",3,2003,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"731",42,100,"5/21/2003 0:00",5,2003,"Vintage Cars","Signal Gift Stores","Las Vegas","NV","USA"
"732",33,100,"9/12/2003 0:00",9,2003,"Vintage Cars","Signal Collectibles Ltd.","Brisbane","CA","USA"
"733",38,100,"10/18/2003 0:00",10,2003,"Vintage Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"734",31,100,"11/5/2003 0:00",11,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"735",20,100,"11/12/2003 0:00",11,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"736",44,100,"11/21/2003 0:00",11,2003,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"737",26,100,"12/2/2003 0:00",12,2003,"Vintage Cars","Muscle Machine Inc","NYC","NY","USA"
"738",27,100,"1/26/2004 0:00",1,2004,"Vintage Cars","Corrida Auto Replicas, Ltd","Madrid","","Spain"
"739",46,100,"3/2/2004 0:00",3,2004,"Vintage Cars","Saveley & Henriot, Co.","Lyon","","France"
"740",47,100,"4/26/2004 0:00",4,2004,"Vintage Cars","Diecast Collectables","Boston","MA","USA"
"741",37,100,"8/17/2004 0:00",8,2004,"Vintage Cars","Amica Models & Co.","Torino","","Italy"
"742",31,100,"9/1/2004 0:00",9,2004,"Vintage Cars","Handji Gifts& Co","Singapore","","Singapore"
"743",24,100,"10/11/2004 0:00",10,2004,"Vintage Cars","Auto Assoc. & Cie.","Versailles","","France"
"744",31,100,"10/21/2004 0:00",10,2004,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"745",50,100,"11/4/2004 0:00",11,2004,"Vintage Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"746",35,64.69,"11/17/2004 0:00",11,2004,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"747",30,100,"11/25/2004 0:00",11,2004,"Vintage Cars","Marseille Mini Autos","Marseille","","France"
"748",29,100,"12/9/2004 0:00",12,2004,"Vintage Cars","Lyon Souveniers","Paris","","France"
"749",27,100,"1/12/2005 0:00",1,2005,"Vintage Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"750",40,100,"2/16/2005 0:00",2,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"751",31,98.99,"3/4/2005 0:00",3,2005,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"752",6,100,"4/23/2005 0:00",4,2005,"Vintage Cars","Handji Gifts& Co","Singapore","","Singapore"
"753",45,100,"5/29/2005 0:00",5,2005,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"754",22,54.09,"1/29/2003 0:00",1,2003,"Trucks and Buses","Baane Mini Imports","Stavern","","Norway"
"755",45,68.67,"4/1/2003 0:00",4,2003,"Trucks and Buses","La Corne D'abondance, Co.","Paris","","France"
"756",43,65.02,"5/28/2003 0:00",5,2003,"Trucks and Buses","Corrida Auto Replicas, Ltd","Madrid","","Spain"
"757",46,61.99,"7/24/2003 0:00",7,2003,"Trucks and Buses","Technics Stores Inc.","Burlingame","CA","USA"
"758",39,69.28,"9/21/2003 0:00",9,2003,"Trucks and Buses","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"759",31,71.1,"10/22/2003 0:00",10,2003,"Trucks and Buses","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"760",41,69.28,"11/6/2003 0:00",11,2003,"Trucks and Buses","Stylish Desk Decors, Co.","London","","UK"
"761",44,60.16,"11/14/2003 0:00",11,2003,"Trucks and Buses","Iberia Gift Imports, Corp.","Sevilla","","Spain"
"762",45,70.49,"11/25/2003 0:00",11,2003,"Trucks and Buses","Saveley & Henriot, Co.","Lyon","","France"
"763",37,69.89,"12/9/2003 0:00",12,2003,"Trucks and Buses","Diecast Collectables","Boston","MA","USA"
"764",35,61.38,"2/4/2004 0:00",2,2004,"Trucks and Buses","Handji Gifts& Co","Singapore","","Singapore"
"765",28,59.55,"3/11/2004 0:00",3,2004,"Trucks and Buses","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"766",30,61.99,"5/5/2004 0:00",5,2004,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"767",30,49.22,"6/15/2004 0:00",6,2004,"Trucks and Buses","Handji Gifts& Co","Singapore","","Singapore"
"768",25,69.28,"7/20/2004 0:00",7,2004,"Trucks and Buses","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"769",29,57.73,"8/19/2004 0:00",8,2004,"Trucks and Buses","Diecast Classics Inc.","Allentown","PA","USA"
"770",26,57.73,"9/8/2004 0:00",9,2004,"Trucks and Buses","Scandinavian Gift Ideas","Boras","","Sweden"
"771",41,53.48,"10/13/2004 0:00",10,2004,"Trucks and Buses","Marta's Replicas Co.","Cambridge","MA","USA"
"772",34,52.87,"10/22/2004 0:00",10,2004,"Trucks and Buses","Canadian Gift Exchange Network","Vancouver","BC","Canada"
"773",35,61.21,"11/4/2004 0:00",11,2004,"Trucks and Buses","Online Diecast Creations Co.","Nashua","NH","USA"
"774",34,61.38,"11/19/2004 0:00",11,2004,"Trucks and Buses","Volvo Model Replicas, Co","Lule","","Sweden"
"775",50,100,"11/29/2004 0:00",11,2004,"Trucks and Buses","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"776",41,61.99,"12/10/2004 0:00",12,2004,"Trucks and Buses","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"777",22,96.86,"1/20/2005 0:00",1,2005,"Trucks and Buses","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"778",35,48.62,"2/17/2005 0:00",2,2005,"Trucks and Buses","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"779",44,38.5,"3/9/2005 0:00",3,2005,"Trucks and Buses","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"780",47,61.99,"5/3/2005 0:00",5,2005,"Trucks and Buses","Euro Shopping Channel","Madrid","","Spain"
"781",19,49.22,"5/31/2005 0:00",5,2005,"Trucks and Buses","La Rochelle Gifts","Nantes","","France"
"782",34,90.39,"2/17/2003 0:00",2,2003,"Planes","Rovelli Gifts","Bergamo","","Italy"
"783",29,71.81,"4/29/2003 0:00",4,2003,"Planes","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"784",49,69.27,"6/27/2003 0:00",6,2003,"Planes","Euro Shopping Channel","Madrid","","Spain"
"785",30,85.32,"8/25/2003 0:00",8,2003,"Planes","Toys4GrownUps.com","Pasadena","CA","USA"
"786",21,70.96,"10/28/2003 0:00",10,2003,"Planes","Technics Stores Inc.","Burlingame","CA","USA"
"787",50,76.88,"1/12/2004 0:00",1,2004,"Planes","Osaka Souveniers Co.","Osaka","Osaka","Japan"
"788",47,100,"2/20/2004 0:00",2,2004,"Planes","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"789",24,76.03,"4/2/2004 0:00",4,2004,"Planes","Royal Canadian Collectables, Ltd.","Tsawassen","BC","Canada"
"790",27,98.84,"5/11/2004 0:00",5,2004,"Planes","The Sharp Gifts Warehouse","San Jose","CA","USA"
"791",33,86.17,"6/28/2004 0:00",6,2004,"Planes","Gift Depot Inc.","Bridgewater","CT","USA"
"792",35,90.39,"7/23/2004 0:00",7,2004,"Planes","La Rochelle Gifts","Nantes","","France"
"793",31,71.81,"8/21/2004 0:00",8,2004,"Planes","Norway Gifts By Mail, Co.","Oslo","","Norway"
"794",25,82.79,"9/16/2004 0:00",9,2004,"Planes","Clover Collections, Co.","Dublin","","Ireland"
"795",27,82.79,"10/15/2004 0:00",10,2004,"Planes","Mini Classics","White Plains","NY","USA"
"796",31,100,"11/2/2004 0:00",11,2004,"Planes","Diecast Classics Inc.","Allentown","PA","USA"
"797",45,100,"11/10/2004 0:00",11,2004,"Planes","Danish Wholesale Imports","Kobenhavn","","Denmark"
"798",27,100,"11/23/2004 0:00",11,2004,"Planes","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"799",27,100,"12/4/2004 0:00",12,2004,"Planes","Gift Ideas Corp.","Glendale","CT","USA"
"800",42,69.27,"2/2/2005 0:00",2,2005,"Planes","Australian Gift Network, Co","South Brisbane","Queensland","Australia"
"801",21,74.77,"3/1/2005 0:00",3,2005,"Planes","Euro Shopping Channel","Madrid","","Spain"
"802",34,76.88,"3/30/2005 0:00",3,2005,"Planes","Reims Collectables","Reims","","France"
"803",42,76.03,"4/3/2005 0:00",4,2005,"Planes","Tekni Collectables Inc.","Newark","NJ","USA"
"804",15,98.84,"5/10/2005 0:00",5,2005,"Planes","L'ordine Souveniers","Reggio Emilia","","Italy"
"805",29,70.87,"2/24/2003 0:00",2,2003,"Motorcycles","Land of Toys Inc.","NYC","NY","USA"
"806",46,58.15,"4/29/2003 0:00",4,2003,"Motorcycles","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"807",30,61.78,"7/1/2003 0:00",7,2003,"Motorcycles","Lyon Souveniers","Paris","","France"
"808",30,49.67,"8/25/2003 0:00",8,2003,"Motorcycles","Toys4GrownUps.com","Pasadena","CA","USA"
"809",42,51.48,"10/10/2003 0:00",10,2003,"Motorcycles","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"810",46,61.18,"10/28/2003 0:00",10,2003,"Motorcycles","Technics Stores Inc.","Burlingame","CA","USA"
"811",25,64.2,"11/11/2003 0:00",11,2003,"Motorcycles","Daedalus Designs Imports","Lille","","France"
"812",32,65.42,"11/18/2003 0:00",11,2003,"Motorcycles","Herkku Gifts","Bergen","","Norway"
"813",30,64.81,"12/1/2003 0:00",12,2003,"Motorcycles","Mini Wheels Co.","San Francisco","CA","USA"
"814",40,49.67,"1/12/2004 0:00",1,2004,"Motorcycles","Osaka Souveniers Co.","Osaka","Osaka","Japan"
"815",28,60.57,"2/20/2004 0:00",2,2004,"Motorcycles","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"816",23,55.72,"4/3/2004 0:00",4,2004,"Motorcycles","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"817",29,61.18,"5/18/2004 0:00",5,2004,"Motorcycles","Tekni Collectables Inc.","Newark","NJ","USA"
"818",34,58.75,"6/28/2004 0:00",6,2004,"Motorcycles","Gift Depot Inc.","Bridgewater","CT","USA"
"819",37,63.6,"7/23/2004 0:00",7,2004,"Motorcycles","La Rochelle Gifts","Nantes","","France"
"820",20,49.06,"8/27/2004 0:00",8,2004,"Motorcycles","Marta's Replicas Co.","Cambridge","MA","USA"
"821",32,48.46,"9/27/2004 0:00",9,2004,"Motorcycles","Atelier graphique","Nantes","","France"
"822",34,52.09,"10/15/2004 0:00",10,2004,"Motorcycles","Mini Classics","White Plains","NY","USA"
"823",42,52.7,"11/2/2004 0:00",11,2004,"Motorcycles","Diecast Classics Inc.","Allentown","PA","USA"
"824",38,100,"11/15/2004 0:00",11,2004,"Motorcycles","Land of Toys Inc.","NYC","NY","USA"
"825",30,62.16,"11/23/2004 0:00",11,2004,"Motorcycles","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"826",23,49.67,"1/5/2005 0:00",1,2005,"Motorcycles","Technics Stores Inc.","Burlingame","CA","USA"
"827",22,53.3,"2/2/2005 0:00",2,2005,"Motorcycles","Australian Gift Network, Co","South Brisbane","Queensland","Australia"
"828",39,100,"3/3/2005 0:00",3,2005,"Motorcycles","Scandinavian Gift Ideas","Boras","","Sweden"
"829",55,55.72,"4/7/2005 0:00",4,2005,"Motorcycles","Auto Canal Petit","Paris","","France"
"830",36,61.18,"5/13/2005 0:00",5,2005,"Motorcycles","Euro Shopping Channel","Madrid","","Spain"
"831",26,100,"1/9/2003 0:00",1,2003,"Vintage Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"832",31,100,"3/18/2003 0:00",3,2003,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"833",34,100,"5/21/2003 0:00",5,2003,"Vintage Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"834",41,100,"7/16/2003 0:00",7,2003,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"835",23,100,"9/12/2003 0:00",9,2003,"Vintage Cars","Signal Collectibles Ltd.","Brisbane","CA","USA"
"836",48,100,"10/18/2003 0:00",10,2003,"Vintage Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
